filename,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9
000172.mp3,1.0616302,-0.8651091,1.3700063,0.6545546,-0.30179703,-0.367931,1.0289843,0.51123035,0.29396018,0.023330681
000173.mp3,-0.39107087,-0.15616404,1.436741,1.0874127,1.0755891,0.3890938,-0.55720377,1.450205,-0.39493126,-0.38462964
000174.mp3,1.9717652,-1.9052589,0.35804498,-0.34447467,-1.7507253,-0.5174134,1.1392359,0.54008806,1.1152321,0.112164006
000175.mp3,-3.2774606,-0.34895387,1.4668804,-0.3804827,0.22576195,0.4452375,-0.5422942,-0.49961558,-0.14144602,-0.12028282
000176.mp3,-0.4117729,-0.10336383,0.48976022,0.3800994,0.6269069,0.5282056,1.0539767,0.8384843,-0.4724855,0.35447544
000177.mp3,0.7972296,-1.6352433,0.30062628,0.050962433,0.45628232,1.1717176,0.8437695,-0.2314044,0.30493265,-0.44402692
000178.mp3,-4.725916,-0.781255,0.11440386,0.9258092,-0.57379645,-0.22582856,-1.2104013,0.33370197,-0.75014454,0.111671746
000179.mp3,-0.84669334,0.0642545,0.7737941,0.57230914,0.3216075,-0.2813354,-0.13626878,0.38060686,-0.8284282,-0.9402805
000181.mp3,-0.36903897,-1.8907933,-0.8171619,0.6510066,-1.5107011,-0.9290022,0.64848995,1.8951547,0.41340315,-0.10831312
000182.mp3,3.1461122,-2.1625109,2.1123848,2.4007607,-1.8246849,0.13216218,0.39457402,2.5655887,1.1751981,-1.6169881
000183.mp3,-0.75395286,0.81613,-0.2913037,4.9865923,-2.7607574,1.3736935,1.6488432,-2.9182744,-0.4684135,1.5827001
000184.mp3,-0.4127241,-3.201343,-1.0416542,0.3867376,-0.5935564,0.54124814,0.6520426,3.1205378,0.3943948,0.14782034
000185.mp3,-0.4938297,-2.8693118,0.08565085,0.89703834,-1.1558477,-0.11923197,-0.15635388,1.2840513,0.76345545,0.61625516
000188.mp3,-3.4447567,0.7513394,0.71696776,-0.4732377,-0.5335032,0.27721697,-0.8806501,0.27545553,1.055414,0.2674282
000189.mp3,-3.8772526,1.0684929,-1.2086217,2.628814,0.58281314,-0.4941292,0.35129577,-0.4701841,-0.83043665,-0.4688077
000190.mp3,-4.191628,-0.8494907,-0.50298995,-0.73057675,0.22438326,-0.68210924,-1.1803316,0.25748911,-0.30672517,0.39605725
000191.mp3,-1.8989797,0.7080317,0.47740108,-0.53473234,0.006824363,0.25931966,2.3381248,0.68371254,-0.6673299,-0.18898314
000192.mp3,-2.4481754,1.8490082,1.5561992,-0.9409115,0.23793378,-0.20473486,0.1613971,-0.6090922,1.1879779,0.7318374
000193.mp3,-3.3556814,-0.20421953,-0.79840195,0.26162747,-0.35880703,-0.6620235,-0.7023399,0.7033049,0.066111,-0.21445338
000194.mp3,-3.0958402,-0.3126559,-0.66480845,-0.061028887,-0.09895569,-0.5369141,-0.6458106,0.5723161,-0.34693563,0.2144016
000195.mp3,-2.0824971,0.011809687,1.6251322,0.8711773,-0.3474093,0.64137024,-0.18334824,-0.2332457,0.5126273,0.06869753
000196.mp3,-5.184628,1.4013745,-0.89397264,2.3780537,0.38902053,1.1227185,0.38076362,-1.5687615,-0.18211597,-0.36580265
000197.mp3,-3.015364,1.4443212,0.108550176,-0.3085942,-0.06098911,-0.33638462,-0.08174646,-0.03422967,0.60839957,0.12652394
000198.mp3,-3.9259336,-0.8863127,-1.3111694,-0.007710945,0.029730562,-1.2552636,-0.38271853,0.6670839,0.20255329,0.8530791
000199.mp3,0.63725895,1.9848837,0.9738058,1.1217618,-0.66295487,-0.09186278,1.3134001,-0.4239256,0.5437479,-0.39204744
000200.mp3,-3.2003396,-0.8103586,-1.32138,0.29009807,-0.22060883,-1.1131997,-0.17720635,0.20197447,0.31016693,0.36057866
000201.mp3,-2.7719717,-0.4079953,-0.4367505,0.54559356,-0.5367667,-0.21864001,0.341057,-0.3617969,0.7354243,-0.8950762
000202.mp3,-4.5933867,0.6599698,-0.9035847,2.213646,-0.076455876,-0.007537773,0.4725531,-0.9870094,0.3212368,-0.055503417
000203.mp3,-6.1689305,0.8369524,0.16821277,-1.4271386,-0.8607762,-1.2899843,-1.0523074,0.26249084,0.08098495,0.385896
000204.mp3,-3.5990756,0.26290524,-0.74318326,-0.6884011,0.7817876,0.023891069,-0.44695264,-0.42421985,-0.7950006,0.13395819
000205.mp3,-3.5547256,0.865421,-1.202394,1.2723682,-0.037302017,0.42994756,0.0985356,-1.3325272,-0.18787791,0.6670832
000206.mp3,-4.0449986,1.7967684,-0.18301082,2.30747,0.5124802,-0.059992027,0.33826572,-1.4319874,-0.9290236,0.50446403
000207.mp3,-2.3529153,1.5431018,1.1400633,-1.026002,-0.47503552,0.26670635,-0.6282011,-0.0361316,1.4349982,0.38192576
000208.mp3,-3.1639893,-0.9282053,-1.3139467,0.15342554,-0.036743615,-1.0103241,-0.31618723,0.9377598,-0.034352664,0.44060788
000209.mp3,-4.6200233,-0.97172153,0.80102915,-0.33550322,-0.4295763,-0.33676362,-1.0493847,1.4007503,-0.16476458,-0.32523862
000210.mp3,-3.3930283,-0.8943258,-0.3692558,-0.41727376,0.50412977,-0.4349829,-0.36629155,0.031607367,-0.73143435,0.36936113
000211.mp3,-4.8584604,-0.5218094,-0.26314107,-0.005787415,-0.23789243,-0.65545195,-0.56624854,0.13130997,-0.5154345,-0.22802614
000212.mp3,-0.212909,0.6960122,0.36712134,-1.1099303,0.32182306,-0.23521172,-0.41384763,-0.6450917,-0.7718981,-0.18340711
000213.mp3,-2.7478418,2.1186566,0.21949641,-0.2816542,1.0800644,-1.0468493,-0.21710171,-0.1566917,-0.15121487,0.29533198
000226.mp3,2.1023297,-0.12473908,0.32075384,0.15114962,0.0796432,-0.10785014,0.96829915,0.04636158,0.11224055,0.3821635
000228.mp3,1.3464849,-0.69594544,-0.41486266,0.3388273,0.9376348,-0.49143198,0.4446676,-0.07296884,0.30610275,0.36682308
000236.mp3,1.457593,0.4547483,-0.37858763,-0.5838135,0.29352635,0.34331846,-0.34803683,0.11986585,-0.06374751,-0.2606179
000237.mp3,-0.17228466,-0.95566845,-0.57090265,0.28640127,1.1760937,-0.71881723,0.8881531,-0.27982655,-0.14494509,-0.2580673
000238.mp3,-2.6184561,-0.68243176,-1.0024406,2.4025912,-0.35416502,-1.0628743,0.45027134,0.98551154,1.1607296,-1.3822595
000246.mp3,-0.14659907,-1.3734653,0.9273048,-0.7377159,-0.39679945,-0.20522343,0.96397054,0.0780473,0.17087147,-0.47006848
000247.mp3,-1.9114574,-0.45451716,0.28653902,0.38808706,-0.43681526,0.52599615,0.29119575,0.7147886,-0.4439864,0.044298425
000248.mp3,-0.6547749,1.038886,-0.505558,0.8482859,0.23859659,-0.46451232,-0.93853307,0.31689805,-0.5848917,-0.90826315
000249.mp3,-0.77032524,1.1194994,-0.09188966,1.2242364,-0.13809115,-0.047354642,0.31217185,1.0612481,-0.6138572,-0.44928122
000250.mp3,0.61126715,-0.07334544,0.46420628,1.771497,-0.43396148,0.925396,-1.7328556,0.2664909,-0.7961802,-0.5394792
000251.mp3,-0.99554896,-0.54548275,-0.15331632,1.0821112,0.29927075,0.38070956,-0.06209063,0.024479993,-0.30625498,-0.014863384
000252.mp3,-2.1978424,0.5904374,-0.9273942,0.72451735,0.50970656,0.40168914,-0.18938535,0.27643925,-0.117495656,-0.21670473
000253.mp3,-1.6365647,-1.0210851,0.12072068,-0.15017515,0.636652,-0.44614372,0.78403914,-1.2686292,-0.8288014,0.11708563
000254.mp3,1.1781577,-0.42236206,-0.11805878,0.15542617,0.46199024,-0.88304186,0.039989773,0.32040372,-0.6503279,-0.299674
000255.mp3,-1.552994,0.30861595,0.60875523,0.3282142,-0.28006455,0.18443854,0.38331038,1.4141345,-0.37339494,-0.803984
000256.mp3,1.315041,-1.1207607,1.0389357,0.88981223,0.25180867,-0.72480756,-0.04066055,-0.35359064,-0.045130156,-0.105781004
000257.mp3,0.61858547,-0.89635664,0.60194975,1.2095902,0.0026807245,-0.020961199,0.036259342,-0.24462171,0.1667802,0.23145638
000258.mp3,-0.44461337,-1.4049556,0.27643088,0.5917548,0.15067942,-0.3266957,-0.81487685,-0.25509804,-0.043800537,0.4531107
000273.mp3,2.238934,-1.479074,0.040201314,0.07134328,-0.5558049,-0.9722384,0.88614035,-1.4584514,-0.9610616,0.25594905
000274.mp3,1.4723892,-2.2596629,-0.21824709,0.18448201,1.157285,-0.10931736,0.24268381,-0.8829992,-0.05174487,-0.3507974
000275.mp3,3.0700057,-2.4586668,0.2552202,-0.0876654,-0.8114869,0.14572078,1.0452781,-1.0706315,-0.3860423,0.49360082
000276.mp3,2.5188432,-1.9882672,0.5816443,0.28894264,0.17440635,0.43783715,0.9346765,-0.36356091,-1.1823713,0.5694791
000277.mp3,2.924573,-1.4489917,1.0434177,0.9646021,-0.6795421,-0.6186116,0.4751319,-0.039389905,-0.95513743,-0.08193527
000281.mp3,2.232075,-2.55747,-0.72700393,0.010767377,0.2293553,-0.1669811,0.8274457,-0.1270838,-0.11524396,0.7496535
000282.mp3,3.7639139,-1.7186464,0.6183483,0.4268025,-0.3296557,-0.59779644,1.0209107,-0.11653099,-0.6577426,0.9244448
000284.mp3,3.0449204,-0.9155814,-0.33534405,-0.22098717,-0.3357847,0.120924115,1.1207131,-1.5781811,-0.6771146,-0.025403885
000285.mp3,2.626412,-1.8685127,-0.46288925,0.67064947,0.22646375,0.80779266,1.152252,-1.1151088,-0.19193083,-0.02971963
000293.mp3,2.722858,-1.8727927,0.745938,-0.15573,-0.56808305,-0.7077321,0.18568632,-1.2167957,-0.74312186,-0.21159908
000294.mp3,3.542934,-1.4975713,0.22859599,0.04861375,-0.20466998,0.49195242,0.66230875,0.14719142,-0.6195171,-0.13907872
000297.mp3,3.9863663,-1.6878209,-0.559052,1.4449018,-0.40537155,-0.123878874,0.658086,-0.31912687,-0.6870921,0.31158274
000300.mp3,1.5725306,-1.2527815,-1.341872,0.14139678,-0.4258075,0.25468963,0.60771745,-1.0876322,-0.83520263,0.26904878
000303.mp3,-0.06967426,1.1129797,0.63462293,-0.68446475,0.500296,-0.02411377,-0.43018445,0.07711206,-0.6349051,0.2871235
000304.mp3,1.5464606,2.2958796,-1.4931636,0.82858,-0.010870087,-0.668814,-0.51861733,1.0678171,0.2826593,-0.8410637
000305.mp3,3.015704,3.4306571,-0.34587508,0.32260504,-0.97906,-0.26983982,-0.1587202,-0.5079899,-0.52481353,0.253067
000306.mp3,-1.0007546,0.89868337,-0.3815654,-0.20137832,-0.3237533,0.8024724,-0.13476007,-0.37815937,-0.33056346,0.3195688
000307.mp3,2.0891058,1.1357601,0.7378691,-1.0881289,0.9986182,0.36306325,0.28242177,1.3385605,-0.5960347,-0.70417196
000308.mp3,2.2908843,3.7443655,-0.49484208,0.092158556,0.035463005,-0.019753719,0.05285757,0.4186657,0.22454059,0.36910906
000309.mp3,4.0866337,2.8806572,1.0739207,1.7175708,-1.0787677,-0.37042207,1.5931304,-0.27025834,-0.08363627,0.0084925415
000310.mp3,1.7767226,0.8430121,1.1110889,0.5015346,-0.14685549,-0.39183918,0.6628038,0.22327326,0.10719097,-0.24786414
000311.mp3,2.602833,1.8453833,-0.16272822,-1.1630179,-0.52667993,-0.14414597,0.88799816,0.6251368,0.88551384,1.6311947
000312.mp3,-1.5548508,0.7981716,1.7750192,0.42267174,-0.16555747,0.5842621,-0.06686603,0.1977751,0.33465976,-0.32906377
000313.mp3,0.28547964,1.4828076,0.47794837,-0.52647394,1.3040059,0.10982867,-1.1887392,0.6720032,-0.9703463,1.1414515
000314.mp3,2.473855,1.1696259,1.2661716,-2.3888242,0.14277084,0.49791116,-0.40373397,-0.07765619,-1.6531745,1.9283446
000315.mp3,2.8689935,2.041453,0.518175,0.99413925,-0.4795138,1.3085341,0.52189434,-1.3618476,-0.018484842,0.7921595
000316.mp3,2.0993104,1.0218347,-0.2799025,1.2684448,1.097788,0.44213444,-0.15722573,1.7520626,1.2533456,1.0438966
000317.mp3,1.0904721,1.2261133,1.8801512,1.764018,-0.8708286,-0.3070761,0.8577378,-0.75942534,-0.25692534,-0.854102
000318.mp3,1.2413212,-0.22263002,-0.84965026,0.15825284,0.85394573,-0.85031325,1.8613968,1.0695039,0.4473421,0.2511757
000319.mp3,0.7489205,2.624412,0.19333944,-0.3315908,1.6516094,0.58797026,-0.09946615,1.3349689,-0.39073834,-0.028121818
000320.mp3,2.5072908,2.6457918,0.9262714,-1.4568696,0.86812216,0.20826799,-0.35245407,0.5083007,-0.4818087,0.28343105
000321.mp3,0.99447006,0.39024764,0.68419236,2.159987,0.04965815,-0.04668638,-0.19473591,-0.0028613866,0.45197138,-1.251279
000322.mp3,2.1742873,2.2248652,0.7653408,1.2052975,-0.37800217,0.70320004,1.070954,0.12324586,-0.4944534,0.42716834
000323.mp3,0.33014598,0.8062393,2.5766902,1.0568522,-0.5665533,2.160729,0.8309191,1.197719,0.28949812,0.61043435
000324.mp3,0.47724664,0.83866286,0.11057581,1.3010302,-0.34145343,-0.049415536,-0.4646855,0.58846575,-0.6363702,0.117661335
000325.mp3,0.52496195,1.185603,1.0444788,0.57158756,-0.34964308,-0.22312795,-0.43691477,1.190774,-0.028747018,0.46359968
000326.mp3,-1.0651758,-0.5806476,1.640892,-0.20440792,0.3696391,0.19664063,0.10992657,0.37165198,-0.34003508,-0.09866184
000327.mp3,2.282613,1.5373375,-1.2041968,0.76471996,-0.26041782,-0.22489321,0.35465312,0.9522939,0.1915743,0.17745791
000328.mp3,1.480296,1.7215574,-1.517685,-0.12734017,-0.27025467,0.7110763,-0.31465462,-0.65878946,-0.1410329,0.3195021
000330.mp3,0.62929976,1.5270025,0.8362828,1.1312604,0.050483607,-1.3979477,0.2812073,1.7703525,0.7467705,-0.8838079
000331.mp3,1.3518072,2.6251233,0.39889488,0.29778868,0.30419645,0.9428686,1.704075,0.44926652,-0.18404278,0.16607684
000332.mp3,-1.1506983,1.2296402,0.98041475,-0.7439925,-0.70155424,-0.44939524,0.40551007,0.96207947,-0.65616125,0.289272
000333.mp3,0.17681588,0.84174985,0.9463571,-0.42529514,-0.47450045,-0.117361024,-1.0400105,0.8794067,0.53089637,0.7162986
000334.mp3,-0.34304255,-0.6401989,-0.14214356,2.3379092,0.67433953,-0.22308661,-0.19978891,1.0901676,0.32224125,0.0050292066
000335.mp3,3.2392452,2.5490463,0.16278425,-0.23699027,-0.36675477,-0.8018109,-1.6826708,-0.17890541,-1.0147808,-0.8553184
000336.mp3,2.0198102,2.7296448,-0.07531587,-0.42472607,1.4855694,0.25536093,-1.0527635,0.65593994,-0.5858973,-0.6872875
000337.mp3,1.1321714,0.4377297,1.5926067,0.2800181,0.5650674,0.7516227,-0.629399,-1.3841044,0.5247648,-0.3017071
000338.mp3,-0.47583967,1.8464588,0.4923435,-0.06461701,-0.47649127,-1.1228759,-0.11732403,0.7834892,0.12600002,0.3307546
000339.mp3,-0.3608393,0.3003942,-0.55695,0.55668217,1.3244514,-0.028015314,-1.242359,1.0602155,0.8618995,-0.182941
000340.mp3,0.8361617,3.1742115,0.48798198,0.55528885,0.8439653,-0.07242481,-0.043030813,-0.27494267,0.13710748,-0.123785146
000341.mp3,-0.7086273,1.0717237,1.2200334,-0.060353205,-0.9907414,-1.421042,-0.031234127,1.143632,-0.3563768,-0.17088892
000342.mp3,2.6842604,0.74476224,-0.71563685,-0.9878097,0.70587325,0.3889349,-0.26575345,0.6079154,0.37548062,-0.1423415
000343.mp3,1.0394026,1.2360898,-0.77697426,-2.1047668,0.46834135,-0.07483311,-0.7466458,1.713902,-0.60037446,-0.096070044
000344.mp3,0.63870263,0.8029049,0.664834,0.32633618,0.7691916,-0.8002231,-1.3758994,1.3448726,-0.41632983,-9.093958e-06
000345.mp3,1.4857501,2.1469786,1.0048553,1.7863743,-0.45420474,0.10515097,0.9573593,0.66661,-0.63756394,-0.26484606
000346.mp3,4.3834195,3.7439516,0.44923797,-0.45727846,-0.5293494,0.013252346,-0.61156595,0.24754348,0.3541616,-0.18913873
000347.mp3,3.3396418,0.6030029,1.2806654,1.514838,0.067213215,-0.2070973,0.60736763,1.1185362,-0.18841799,-0.2534036
000348.mp3,4.3939333,-0.6768028,-0.6863547,1.1683276,-0.31781524,-0.50273913,-0.071388155,0.48082778,0.5929641,0.9561128
000349.mp3,1.8980305,1.2213724,0.34241942,1.2908651,0.032384034,-0.034206633,-0.41943595,1.1147517,1.0260179,0.23973484
000350.mp3,0.32685035,1.3864896,1.2138299,1.5904624,0.38333577,0.31851238,0.049920015,-0.3324309,0.018230135,-1.5298256
000351.mp3,3.9977434,3.226373,0.40010932,-0.3352429,0.107303165,-0.5420273,0.18742616,0.5098943,-0.6297849,0.33320853
000352.mp3,1.213487,0.16173711,0.3669474,0.93940264,0.114334606,0.21755627,0.8873321,1.1108465,0.5346251,0.30848405
000353.mp3,0.9204789,0.3302045,0.70483196,0.6456589,0.18874292,1.1436388,0.20300736,1.034625,1.384084,0.488015
000354.mp3,1.4846497,1.574739,0.27647507,0.12199399,-0.23276362,-0.52191585,-0.3229637,0.30146387,0.07147564,0.0701034
000355.mp3,-1.741869,1.1703734,0.75661296,1.053627,-0.09910968,-0.17211302,-0.10794446,1.0517505,0.08583385,-0.10862974
000356.mp3,4.5815644,1.6272156,0.53973395,1.1150743,0.29891863,0.118335314,1.5366406,0.7378807,0.58528125,0.4968033
000357.mp3,0.52186966,-0.27620092,0.1221108,0.78597224,0.72627676,0.31956595,1.7241572,0.83962077,0.64597815,1.461363
000358.mp3,1.1636608,0.39138755,0.36996958,0.7315828,-0.32957983,-0.34701183,0.13784535,1.1775002,0.06851936,0.10052364
000359.mp3,0.8338533,2.4075506,1.8935224,0.938536,0.30690992,-0.46564335,-0.13906638,-0.013352765,-0.55283123,0.11589484
000360.mp3,-1.321235,0.91822225,-0.35306248,-1.6784596,0.05630425,0.10851909,-0.99206966,0.12439446,-0.41927612,-0.8111344
000361.mp3,-2.0758078,0.68678766,-0.75504094,0.7692492,-0.17024064,0.11803499,0.010659918,0.6980326,0.40084937,0.17044067
000362.mp3,0.61053324,-0.2735065,-0.43147117,-1.4794186,0.11430237,0.33030778,-0.6504767,0.2364311,0.80673766,0.22915299
000363.mp3,1.3657644,1.7433877,-0.11100625,-0.5373906,-0.0014431508,0.58287716,-0.6242769,1.0471107,1.4145963,-0.008520855
000364.mp3,-0.1216151,1.3590119,0.3912876,0.0022073255,0.3233636,-0.28250846,-0.3713839,1.213488,-0.250912,0.10855166
000365.mp3,-1.1283514,0.47469968,2.1285949,-0.06986486,-0.592367,-1.7739035,1.5562049,-0.6673134,-0.7883975,0.30382282
000366.mp3,1.0959365,1.1936412,-0.7386921,-0.15533581,0.17251742,-0.69366556,-0.46344954,1.2399414,-0.035850916,-0.14038604
000367.mp3,3.2954206,0.338423,1.4145195,1.7596496,-0.91305614,0.16820788,1.0728518,1.0226997,0.154309,0.12659703
000368.mp3,2.4331605,2.0958397,0.21677297,-1.6088078,0.8323558,0.08549492,-0.75722563,0.5983257,-0.09779952,-0.6432909
000369.mp3,2.682435,1.8874328,0.32232803,0.9428418,0.59259415,-0.7440918,0.37577426,0.77935386,-0.13515949,-0.3432676
000370.mp3,1.8795817,0.9401097,-0.66877383,1.12277,-0.5521712,1.1570505,1.4467322,0.55933505,1.2104851,0.12902656
000371.mp3,1.4355656,2.2942672,0.06991598,-0.82171434,1.5163035,0.21969971,-0.7110038,-0.05277807,-0.39359656,-0.114272974
000384.mp3,-0.6153693,1.8015294,-1.0800979,0.0043006204,-0.20318584,0.078262776,-0.7608582,0.09466171,-0.3721308,-0.7070477
000385.mp3,0.49077988,-0.16615193,0.321148,0.06774239,-0.93998545,0.016868874,0.40700045,0.13832249,-0.23166434,-0.5130551
000386.mp3,-1.637992,-0.34778354,-0.13868544,-0.41344985,0.93969107,0.08687864,0.9049225,-0.5681712,-0.43945006,-0.89507765
000387.mp3,-2.1524324,0.89721346,-0.3940813,-0.49101886,0.34851027,-0.3594944,-0.8024498,-0.16243483,0.8876492,-0.9084916
000393.mp3,1.7831894,-2.5355563,1.2707213,-0.19197996,0.8222979,0.34488532,0.630205,-0.6508873,-0.08387811,-0.40871853
000394.mp3,1.2786665,-2.41935,0.9184663,-0.5752257,0.82078564,-0.21703932,0.53255385,-1.0772578,-0.14867756,-0.45594704
000395.mp3,1.6005828,-2.4063754,1.2199405,-0.09710054,0.7161713,0.039799713,0.3054106,-0.5909634,-0.27677557,-0.49952197
000396.mp3,0.8046518,-0.15641624,0.21714792,1.1268053,0.6157055,-0.61279154,0.6795297,1.4544755,-0.9341306,-0.20228617
000397.mp3,3.7464588,3.3311005,1.2566972,0.66857886,-1.1283271,-0.73608834,0.6191269,0.4888366,-0.8636223,-0.26603773
000398.mp3,0.9152311,-0.85604155,0.27094635,0.3676168,1.0250825,0.405282,0.43553227,-0.0022904463,0.72382236,0.020711059
